chemkin_index,string,reaction_id,ig_delay
4058,C6H12-2+OH<=>C6H112-5+H2O,CCCC=CC_m1.[OH]_m2>>C[CH]CC=CC_m2.O_m1,0.00000724
4059,C6H12-2+OH<=>C6H112-6+H2O,CCCC=CC_m1.[OH]_m2>>[CH2]CCC=CC_m2.O_m1,0.00000715
4060,C6H12-2+O2<=>C6H111-3+HO2,CCCC=CC_m1.[O][O]_m3>>CCC[CH]C=C_m2.O[O]_m2,0.0000112
4061,C6H12-2+O2<=>C6H112-4+HO2,CCCC=CC_m1.[O][O]_m3>>CC[CH]C=CC_m2.O[O]_m2,0.000000807
4062,C6H12-2+O2<=>C6H112-5+HO2,CCCC=CC_m1.[O][O]_m3>>C[CH]CC=CC_m2.O[O]_m2,0.000000161
4063,C6H12-2+O2<=>C6H112-6+HO2,CCCC=CC_m1.[O][O]_m3>>[CH2]CCC=CC_m2.O[O]_m2,0.000000396
4064,C6H12-2+HO2<=>C6H111-3+H2O2,CCCC=CC_m1.O[O]_m2>>CCC[CH]C=C_m2.OO_m1,0.000000954
4065,C6H12-2+HO2<=>C6H112-4+H2O2,CCCC=CC_m1.O[O]_m2>>CC[CH]C=CC_m2.OO_m1,0.00000189
4066,C6H12-2+HO2<=>C6H112-5+H2O2,CCCC=CC_m1.O[O]_m2>>C[CH]CC=CC_m2.OO_m1,0.00000225
4067,C6H12-2+HO2<=>C6H112-6+H2O2,CCCC=CC_m1.O[O]_m2>>[CH2]CCC=CC_m2.OO_m1,0.000000367
4068,C6H12-2+CH3<=>C6H111-3+CH4,CCCC=CC_m1.[CH3]_m2>>CCC[CH]C=C_m2.C_m1,0.000000161
4069,C6H12-2+CH3<=>C6H112-4+CH4,CCCC=CC_m1.[CH3]_m2>>CC[CH]C=CC_m2.C_m1,0.000000103
4070,C6H12-2+CH3<=>C6H112-5+CH4,CCCC=CC_m1.[CH3]_m2>>C[CH]CC=CC_m2.C_m1,0.000000161
4071,C6H12-2+CH3<=>C6H112-6+CH4,CCCC=CC_m1.[CH3]_m2>>[CH2]CCC=CC_m2.C_m1,1.47E-08
4072,C6H12-2+CH3O<=>C6H111-3+CH3OH,CCCC=CC_m1.C[O]_m2>>CCC[CH]C=C_m2.CO_m1,0.000000103
4073,C6H12-2+CH3O<=>C6H112-4+CH3OH,CCCC=CC_m1.C[O]_m2>>CC[CH]C=CC_m2.CO_m1,7.34E-08
4074,C6H12-2+CH3O<=>C6H112-5+CH3OH,CCCC=CC_m1.C[O]_m2>>C[CH]CC=CC_m2.CO_m1,0.000000044
4075,C6H12-2+CH3O<=>C6H112-6+CH3OH,CCCC=CC_m1.C[O]_m2>>[CH2]CCC=CC_m2.CO_m1,0.000000044
4076,C6H12-2+CH3O2<=>C6H111-3+CH3O2H,CCCC=CC_m1.CO[O]_m2>>CCC[CH]C=C_m2.COO_m1,7.34E-08
4077,C6H12-2+CH3O2<=>C6H112-4+CH3O2H,CCCC=CC_m1.CO[O]_m2>>CC[CH]C=CC_m2.COO_m1,0.00000025
4078,C6H12-2+CH3O2<=>C6H112-5+CH3O2H,CCCC=CC_m1.CO[O]_m2>>C[CH]CC=CC_m2.COO_m1,0.000000308
4079,C6H12-2+CH3O2<=>C6H112-6+CH3O2H,CCCC=CC_m1.CO[O]_m2>>[CH2]CCC=CC_m2.COO_m1,1.47E-08
4080,C6H12-3+H<=>C6H112-4+H2,CCC=CCC_m1.[H]_m2>>CC[CH]C=CC_m2.[H][H]_m1,0.00000474
4081,C6H12-3+H<=>C6H113-1+H2,CCC=CCC_m1.[H]_m2>>CCC=CC[CH2]_m2.[H][H]_m1,0.00000148
4082,C6H12-3+O<=>C6H112-4+OH,CCC=CCC_m1.[O]_m3>>CC[CH]C=CC_m2.[OH]_m2,0.00000116
4083,C6H12-3+O<=>C6H113-1+OH,CCC=CCC_m1.[O]_m3>>CCC=CC[CH2]_m2.[OH]_m2,0.00000189
4084,C6H12-3+OH<=>C6H112-4+H2O,CCC=CCC_m1.[OH]_m2>>CC[CH]C=CC_m2.O_m1,0.0000461
4085,C6H12-3+OH<=>C6H113-1+H2O,CCC=CCC_m1.[OH]_m2>>CCC=CC[CH2]_m2.O_m1,0.000043
4086,C6H12-3+O2<=>C6H112-4+HO2,CCC=CCC_m1.[O][O]_m3>>CC[CH]C=CC_m2.O[O]_m2,0.000000338
4087,C6H12-3+O2<=>C6H113-1+HO2,CCC=CCC_m1.[O][O]_m3>>CCC=CC[CH2]_m2.O[O]_m2,0.0000205
4088,C6H12-3+HO2<=>C6H112-4+H2O2,CCC=CCC_m1.O[O]_m2>>CC[CH]C=CC_m2.OO_m1,0.00000471
4089,C6H12-3+HO2<=>C6H113-1+H2O2,CCC=CCC_m1.O[O]_m2>>CCC=CC[CH2]_m2.OO_m1,0.00000674
4090,C6H12-3+CH3<=>C6H112-4+CH4,CCC=CCC_m1.[CH3]_m2>>CC[CH]C=CC_m2.C_m1,0.000000396
4091,C6H12-3+CH3<=>C6H113-1+CH4,CCC=CCC_m1.[CH3]_m2>>CCC=CC[CH2]_m2.C_m1,7.34E-08
4092,C6H12-3+CH3O<=>C6H112-4+CH3OH,CCC=CCC_m1.C[O]_m2>>CC[CH]C=CC_m2.CO_m1,0.000000161
4093,C6H12-3+CH3O<=>C6H113-1+CH3OH,CCC=CCC_m1.C[O]_m2>>CCC=CC[CH2]_m2.CO_m1,1.47E-08
4094,C6H12-3+CH3O2<=>C6H112-4+CH3O2H,CCC=CCC_m1.CO[O]_m2>>CC[CH]C=CC_m2.COO_m1,0.000000954
4095,C6H12-3+CH3O2<=>C6H113-1+CH3O2H,CCC=CCC_m1.CO[O]_m2>>CCC=CC[CH2]_m2.COO_m1,0.000000044
4096,C6H12-1+H<=>C6H13-1,CCCCC=C_m1.[H]_m2>>CCCCC[CH2]_m2,0.00019431
4097,C6H12-1+H<=>C6H13-2,CCCCC=C_m1.[H]_m2>>C[CH]CCCC_m2,0.00040241
4098,C6H12-2+H<=>C6H13-2,CCCC=CC_m1.[H]_m2>>C[CH]CCCC_m2,0.00000189
4099,C6H12-2+H<=>C6H13-3,CCCC=CC_m1.[H]_m2>>CC[CH]CCC_m2,0.00000166
4100,C6H12-3+H<=>C6H13-3,CCC=CCC_m1.[H]_m2>>CC[CH]CCC_m2,0.00000683
4101,C6H12-1+OH<=>C6H12OH-1J2,CCCCC=C_m1.[OH]_m2>>CCCC[CH]CO_m2,0.0003464
4102,C6H12-1+OH<=>C6H12OH-2J1,CCCCC=C_m1.[OH]_m2>>CCCCC(O)[CH2]_m2,0.00036889
4103,C6H12-2+OH<=>C6H12OH-2J3,CCCC=CC_m1.[OH]_m2>>CCC[CH]C(O)C_m2,0.00000712
4104,C6H12-2+OH<=>C6H12OH-3J2,CCCC=CC_m1.[OH]_m2>>CCCC([CH]C)O_m2,0.000007
4105,C6H12-3+OH<=>C6H12OH-3J4,CCC=CCC_m1.[OH]_m2>>CC[CH]C(CC)O_m2,0.0000206
4106,C6H12OH-1J2+O2<=>C6H12OH-1O2-2,CCCC[CH]CO_m2.[O][O]_m3>>CCCCC(O[O])CO_m2,0.0000777
4107,C6H12OH-2J1+O2<=>C6H12OH-2O2-1,CCCCC(O)[CH2]_m2.[O][O]_m3>>CCCCC(CO[O])O_m2,0.0000785
4108,C6H12OH-2J3+O2<=>C6H12OH-2O2-3,CCC[CH]C(O)C_m2.[O][O]_m3>>CCCC(C(O)C)O[O]_m2,0.000000895
4109,C6H12OH-3J2+O2<=>C6H12OH-3O2-2,CCCC([CH]C)O_m2.[O][O]_m3>>CC(C(CCC)O)O[O]_m2,0.000000778
4110,C6H12OH-3J4+O2<=>C6H12OH-3O2-4,CC[CH]C(CC)O_m2.[O][O]_m3>>CCC(C(CC)O)O[O]_m2,0.00000142
4111,C6H12OH-1O2-2=>CH2O+PC4H9CHO+OH,CCCCC(O[O])CO_m2>>C=O_m1.CCCCC=O_m1.[OH]_m2,0.00038368
4112,C6H12OH-2O2-1=>CH2O+PC4H9CHO+OH,CCCCC(CO[O])O_m2>>C=O_m1.CCCCC=O_m1.[OH]_m2,0.00038726
4113,C6H12OH-2O2-3=>CH3CHO+NC3H7CHO+OH,CCCC(C(O)C)O[O]_m2>>CC=O_m1.CCCC=O_m1.[OH]_m2,0.00000583
4114,C6H12OH-3O2-2=>CH3CHO+NC3H7CHO+OH,CC(C(CCC)O)O[O]_m2>>CC=O_m1.CCCC=O_m1.[OH]_m2,0.00000571
4115,C6H12OH-3O2-4=>C2H5CHO+C2H5CHO+OH,CCC(C(CC)O)O[O]_m2>>CCC=O_m1.CCC=O_m1.[OH]_m2,0.0000112
4116,C4H6+C2H5<=>C6H111-3,C=CC=C_m1.C[CH2]_m2>>CCC[CH]C=C_m2,0.00000741
4117,C3H6+C3H5-A<=>C6H111-5,CC=C_m1.[CH2]C=C_m2>>C[CH]CCC=C_m2,0.0000872
4118,C4H71-4+C2H4<=>C6H111-6,[CH2]CC=C_m2.C=C_m1>>[CH2]CCCC=C_m2,0.00011014
4119,C5H81-3+CH3<=>C6H112-4,CC=CC=C_m1.[CH3]_m2>>CC[CH]C=CC_m2,0.00000239
4120,C4H71-3+C2H4<=>C6H112-6,C[CH]C=C_m2.C=C_m1>>[CH2]CCC=CC_m2,0.0000877
4121,C6H11-1D3O+OH<=>C6H111-3+HO2,CCCC(C=C)[O]_m2.[OH]_m2>>CCC[CH]C=C_m2.O[O]_m2,0.0004717
4122,C6H11-1D4O+OH<=>C6H111-4+HO2,CCC(CC=C)[O]_m2.[OH]_m2>>CC[CH]CC=C_m2.O[O]_m2,0.00048574
4123,C6H11-1D5O+OH<=>C6H111-5+HO2,C=CCCC([O])C_m2.[OH]_m2>>C[CH]CCC=C_m2.O[O]_m2,0.00014023
4124,C6H11-1D6O+OH<=>C6H111-6+HO2,[O]CCCCC=C_m2.[OH]_m2>>[CH2]CCCC=C_m2.O[O]_m2,0.00036483
4125,C6H11-2D4O+OH<=>C6H112-4+HO2,CC=CC(CC)[O]_m2.[OH]_m2>>CC[CH]C=CC_m2.O[O]_m2,0.00000454
4126,C6H11-2D5O+OH<=>C6H112-5+HO2,CC=CCC([O])C_m2.[OH]_m2>>C[CH]CC=CC_m2.O[O]_m2,0.00000342
4127,C6H11-2D6O+OH<=>C6H112-6+HO2,CC=CCCC[O]_m2.[OH]_m2>>[CH2]CCC=CC_m2.O[O]_m2,0.00000363
4128,C6H11-3D1O+OH<=>C6H113-1+HO2,[O]CCC=CCC_m2.[OH]_m2>>CCC=CC[CH2]_m2.O[O]_m2,0.0046707
4129,C6H11-1D3O+CH3O<=>C6H111-3+CH3O2,CCCC(C=C)[O]_m2.C[O]_m2>>CCC[CH]C=C_m2.CO[O]_m2,0.00022755
4130,C6H11-1D4O+CH3O<=>C6H111-4+CH3O2,CCC(CC=C)[O]_m2.C[O]_m2>>CC[CH]CC=C_m2.CO[O]_m2,0.00050419
4131,C6H11-1D5O+CH3O<=>C6H111-5+CH3O2,C=CCCC([O])C_m2.C[O]_m2>>C[CH]CCC=C_m2.CO[O]_m2,0.0000416
4132,C6H11-1D6O+CH3O<=>C6H111-6+CH3O2,[O]CCCCC=C_m2.C[O]_m2>>[CH2]CCCC=C_m2.CO[O]_m2,0.00027173
4133,C6H11-2D4O+CH3O<=>C6H112-4+CH3O2,CC=CC(CC)[O]_m2.C[O]_m2>>CC[CH]C=CC_m2.CO[O]_m2,0.000000543
4134,C6H11-2D5O+CH3O<=>C6H112-5+CH3O2,CC=CCC([O])C_m2.C[O]_m2>>C[CH]CC=CC_m2.CO[O]_m2,0.00000345
4135,C6H11-2D6O+CH3O<=>C6H112-6+CH3O2,CC=CCCC[O]_m2.C[O]_m2>>[CH2]CCC=CC_m2.CO[O]_m2,0.0000561
4136,C6H11-3D1O+CH3O<=>C6H113-1+CH3O2,[O]CCC=CCC_m2.C[O]_m2>>CCC=CC[CH2]_m2.CO[O]_m2,0.0031283
4137,C6H11-1D3O+C2H5O<=>C6H111-3+C2H5O2,CCCC(C=C)[O]_m2.CC[O]_m2>>CCC[CH]C=C_m2.CCO[O]_m2,0.00013601
4138,C6H11-2D1O+C2H5O<=>C6H111-3+C2H5O2,CCCC=CC[O]_m2.CC[O]_m2>>CCC[CH]C=C_m2.CCO[O]_m2,0.000034
4139,C6H11-1D4O+C2H5O<=>C6H111-4+C2H5O2,CCC(CC=C)[O]_m2.CC[O]_m2>>CC[CH]CC=C_m2.CCO[O]_m2,0.0000262
4140,C6H11-1D5O+C2H5O<=>C6H111-5+C2H5O2,C=CCCC([O])C_m2.CC[O]_m2>>C[CH]CCC=C_m2.CCO[O]_m2,0.00000313
4141,C6H11-1D6O+C2H5O<=>C6H111-6+C2H5O2,[O]CCCCC=C_m2.CC[O]_m2>>[CH2]CCCC=C_m2.CCO[O]_m2,0.0000219
4142,C6H11-2D4O+C2H5O<=>C6H112-4+C2H5O2,CC=CC(CC)[O]_m2.CC[O]_m2>>CC[CH]C=CC_m2.CCO[O]_m2,0.00000025
4143,C6H11-3D2O+C2H5O<=>C6H112-4+C2H5O2,CCC=CC([O])C_m2.CC[O]_m2>>CC[CH]C=CC_m2.CCO[O]_m2,0.00000022
4144,C6H11-2D5O+C2H5O<=>C6H112-5+C2H5O2,CC=CCC([O])C_m2.CC[O]_m2>>C[CH]CC=CC_m2.CCO[O]_m2,0.000000191
4145,C6H11-2D6O+C2H5O<=>C6H112-6+C2H5O2,CC=CCCC[O]_m2.CC[O]_m2>>[CH2]CCC=CC_m2.CCO[O]_m2,0.0000326
4146,C6H11-3D1O+C2H5O<=>C6H113-1+C2H5O2,[O]CCC=CCC_m2.CC[O]_m2>>CCC=CC[CH2]_m2.CCO[O]_m2,0.0011462
4147,C6H11-1D3O<=>C2H3CHO+NC3H7,CCCC(C=C)[O]_m2>>C=CC=O_m1.CC[CH2]_m2,0.000000103
4148,C6H11-1D4O<=>C2H5CHO+C3H5-A,CCC(CC=C)[O]_m2>>CCC=O_m1.[CH2]C=C_m2,0.000000103
4149,C6H11-1D5O<=>CH3CHO+C4H71-4,C=CCCC([O])C_m2>>CC=O_m1.[CH2]CC=C_m2,0.000000044
4150,C6H11-1D6O<=>CH2O+C5H91-5,[O]CCCCC=C_m2>>C=O_m1.[CH2]CCC=C_m2,0.00000022
4151,C6H11-2D4O<=>SC3H5CHO+C2H5,CC=CC(CC)[O]_m2>>CC=CC=O_m1.C[CH2]_m2,0.000000279
4152,C6H11-2D5O<=>CH3CHO+C4H71-3,CC=CCC([O])C_m2>>CC=O_m1.C[CH]C=C_m2,0.000000044
4153,C6H11-2D6O<=>CH2O+C5H92-5,CC=CCCC[O]_m2>>C=O_m1.[CH2]CC=CC_m2,1.47E-08
4154,C6H11-3D1O<=>CH2O+C5H91-3,[O]CCC=CCC_m2>>C=O_m1.CC[CH]C=C_m2,1.47E-08
4155,NC5H11CHO+O2<=>NC5H11CO+HO2,CCCCCC=O_m1.[O][O]_m3>>CCCCC[C]=O_m2.O[O]_m2,0.0000617
4156,NC5H11CHO+O<=>NC5H11CO+OH,CCCCCC=O_m1.[O]_m3>>CCCCC[C]=O_m2.[OH]_m2,0.0000284
4157,NC5H11CHO+H<=>NC5H11CO+H2,CCCCCC=O_m1.[H]_m2>>CCCCC[C]=O_m2.[H][H]_m1,0.00013119
4158,NC5H11CHO+OH<=>NC5H11CO+H2O,CCCCCC=O_m1.[OH]_m2>>CCCCC[C]=O_m2.O_m1,0.0019097
4159,NC5H11CHO+HO2<=>NC5H11CO+H2O2,CCCCCC=O_m1.O[O]_m2>>CCCCC[C]=O_m2.OO_m1,0.0050653
4160,NC5H11CHO+CH3<=>NC5H11CO+CH4,CCCCCC=O_m1.[CH3]_m2>>CCCCC[C]=O_m2.C_m1,0.0000164
4161,NC5H11CHO+CH3O2<=>NC5H11CO+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>CCCCC[C]=O_m2.COO_m1,0.00093665
4162,NC5H11CHO+OH<=>NC5H10CHO-1+H2O,CCCCCC=O_m1.[OH]_m2>>CCCC[CH]C=O_m2.O_m1,0.00014232
4163,NC5H11CHO+OH<=>NC5H10CHO-2+H2O,CCCCCC=O_m1.[OH]_m2>>CCC[CH]CC=O_m2.O_m1,0.0016092
4164,NC5H11CHO+OH<=>NC5H10CHO-3+H2O,CCCCCC=O_m1.[OH]_m2>>CC[CH]CCC=O_m2.O_m1,0.00024751
4165,NC5H11CHO+OH<=>NC5H10CHO-4+H2O,CCCCCC=O_m1.[OH]_m2>>C[CH]CCCC=O_m2.O_m1,0.0016988
4166,NC5H11CHO+OH<=>NC5H10CHO-5+H2O,CCCCCC=O_m1.[OH]_m2>>[CH2]CCCCC=O_m2.O_m1,0.0001508
4167,NC5H11CHO+HO2<=>NC5H10CHO-1+H2O2,CCCCCC=O_m1.O[O]_m2>>CCCC[CH]C=O_m2.OO_m1,0.00021122
4168,NC5H11CHO+HO2<=>NC5H10CHO-2+H2O2,CCCCCC=O_m1.O[O]_m2>>CCC[CH]CC=O_m2.OO_m1,0.00010166
4169,NC5H11CHO+HO2<=>NC5H10CHO-3+H2O2,CCCCCC=O_m1.O[O]_m2>>CC[CH]CCC=O_m2.OO_m1,0.0002323
4170,NC5H11CHO+HO2<=>NC5H10CHO-4+H2O2,CCCCCC=O_m1.O[O]_m2>>C[CH]CCCC=O_m2.OO_m1,0.000093
4171,NC5H11CHO+HO2<=>NC5H10CHO-5+H2O2,CCCCCC=O_m1.O[O]_m2>>[CH2]CCCCC=O_m2.OO_m1,0.00021263
4172,NC5H11CHO+CH3O2<=>NC5H10CHO-1+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>CCCC[CH]C=O_m2.COO_m1,0.0000437
4173,NC5H11CHO+CH3O2<=>NC5H10CHO-2+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>CCC[CH]CC=O_m2.COO_m1,0.0000276
4174,NC5H11CHO+CH3O2<=>NC5H10CHO-3+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>CC[CH]CCC=O_m2.COO_m1,0.0000436
4175,NC5H11CHO+CH3O2<=>NC5H10CHO-4+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>C[CH]CCCC=O_m2.COO_m1,0.0000267
4176,NC5H11CHO+CH3O2<=>NC5H10CHO-5+CH3O2H,CCCCCC=O_m1.CO[O]_m2>>[CH2]CCCCC=O_m2.COO_m1,0.000042
4177,NC5H11CO<=>C5H11-1+CO,CCCCC[C]=O_m2>>CCCC[CH2]_m2.[C]=O_m3,0.00000119
4178,C2H3CHO+NC3H7<=>NC5H10CHO-1,C=CC=O_m1.CC[CH2]_m2>>CCCC[CH]C=O_m2,0.0000177
4179,HCO+C5H10-1<=>NC5H10CHO-2,[CH]=O_m2.CCCC=C_m1>>CCC[CH]CC=O_m2,0.000000367
4180,NC5H10CHO-3<=>CH2CHO+C4H8-1,CC[CH]CCC=O_m2>>[CH2]C=O_m2.CCC=C_m1,0.00000266
4181,NC5H10CHO-4<=>CH2CH2CHO+C3H6,C[CH]CCCC=O_m2>>[CH2]CC=O_m2.CC=C_m1,0.000000719
4182,NC5H10CHO-5<=>C3H6CHO-1+C2H4,[CH2]CCCCC=O_m2>>[CH2]CCC=O_m2.C=C_m1,0.0000129
4183,C6H111-3+O2<=>C6H10D13+HO2,CCC[CH]C=C_m2.[O][O]_m3>>CCC=CC=C_m1.O[O]_m2,0.00070606
4184,C6H112-4+O2<=>C6H10D24+HO2,CC[CH]C=CC_m2.[O][O]_m3>>CC=CC=CC_m1.O[O]_m2,0.0000038
4185,C6H101-5<=>C3H5-A+C3H5-A,C=CCCC=C_m1>>[CH2]C=C_m2.[CH2]C=C_m2,0.023109
4186,C6H101-5+H<=>C6H9-A+H2,C=CCCC=C_m1.[H]_m2>>C=C[CH]CC=C_m2.[H][H]_m1,0.00011231
4187,C6H101-5+O2<=>C6H9-A+HO2,C=CCCC=C_m1.[O][O]_m3>>C=C[CH]CC=C_m2.O[O]_m2,0.0021185
4188,C6H101-5+O<=>C6H9-A+OH,C=CCCC=C_m1.[O]_m3>>C=C[CH]CC=C_m2.[OH]_m2,0.0000168
4189,C6H101-5+OH<=>C6H9-A+H2O,C=CCCC=C_m1.[OH]_m2>>C=C[CH]CC=C_m2.O_m1,0.0023421
4190,C6H101-5+CH3<=>C6H9-A+CH4,C=CCCC=C_m1.[CH3]_m2>>C=C[CH]CC=C_m2.C_m1,0.0000101
4191,C4H6+C2H3<=>C6H9-A,C=CC=C_m1.C=[CH]_m2>>C=C[CH]CC=C_m2,0.0022879
4192,C6H101-5+H=>C3H4-A+C3H5-A+H2,C=CCCC=C_m1.[H]_m2>>C=C=C_m1.[CH2]C=C_m2.[H][H]_m1,0.0000197
4193,C6H101-5+H<=>C3H5-A+C3H6,C=CCCC=C_m1.[H]_m2>>[CH2]C=C_m2.CC=C_m1,0.00011554
4194,NC7H16<=>C6H13-1+CH3,CCCCCCC_m1>>CCCCC[CH2]_m2.[CH3]_m2,0.0000371
4195,NC7H16<=>C5H11-1+C2H5,CCCCCCC_m1>>CCCC[CH2]_m2.C[CH2]_m2,0.000141
4196,NC7H16<=>PC4H9+NC3H7,CCCCCCC_m1>>CCC[CH2]_m2.CC[CH2]_m2,0.0018966
4197,NC7H16<=>C7H15-1+H,CCCCCCC_m1>>CCCCCC[CH2]_m2.[H]_m2,0.0000048
4198,NC7H16<=>C7H15-2+H,CCCCCCC_m1>>C[CH]CCCCC_m2.[H]_m2,0.00000762
4199,NC7H16<=>C7H15-3+H,CCCCCCC_m1>>CC[CH]CCCC_m2.[H]_m2,0.00000498
4200,NC7H16<=>C7H15-4+H,CCCCCCC_m1>>CCC[CH]CCC_m2.[H]_m2,0.00000327
4201,NC7H16+H<=>C7H15-1+H2,CCCCCCC_m1.[H]_m2>>CCCCCC[CH2]_m2.[H][H]_m1,0.0058948
4202,NC7H16+H<=>C7H15-2+H2,CCCCCCC_m1.[H]_m2>>C[CH]CCCCC_m2.[H][H]_m1,0.01038
4203,NC7H16+H<=>C7H15-3+H2,CCCCCCC_m1.[H]_m2>>CC[CH]CCCC_m2.[H][H]_m1,0.0065867
4204,NC7H16+H<=>C7H15-4+H2,CCCCCCC_m1.[H]_m2>>CCC[CH]CCC_m2.[H][H]_m1,0.0046021
4205,NC7H16+O<=>C7H15-1+OH,CCCCCCC_m1.[O]_m3>>CCCCCC[CH2]_m2.[OH]_m2,0.001863
4206,NC7H16+O<=>C7H15-2+OH,CCCCCCC_m1.[O]_m3>>C[CH]CCCCC_m2.[OH]_m2,0.0020054
4207,NC7H16+O<=>C7H15-3+OH,CCCCCCC_m1.[O]_m3>>CC[CH]CCCC_m2.[OH]_m2,0.00088445
4208,NC7H16+O<=>C7H15-4+OH,CCCCCCC_m1.[O]_m3>>CCC[CH]CCC_m2.[OH]_m2,0.0007461
4209,NC7H16+OH<=>C7H15-1+H2O,CCCCCCC_m1.[OH]_m2>>CCCCCC[CH2]_m2.O_m1,0.27975
4210,NC7H16+OH<=>C7H15-2+H2O,CCCCCCC_m1.[OH]_m2>>C[CH]CCCCC_m2.O_m1,0.10636
4211,NC7H16+OH<=>C7H15-3+H2O,CCCCCCC_m1.[OH]_m2>>CC[CH]CCCC_m2.O_m1,0.036991
4212,NC7H16+OH<=>C7H15-4+H2O,CCCCCCC_m1.[OH]_m2>>CCC[CH]CCC_m2.O_m1,0.056907
4213,NC7H16+O2<=>C7H15-1+HO2,CCCCCCC_m1.[O][O]_m3>>CCCCCC[CH2]_m2.O[O]_m2,0.0011966
4214,NC7H16+O2<=>C7H15-2+HO2,CCCCCCC_m1.[O][O]_m3>>C[CH]CCCCC_m2.O[O]_m2,0.0032207
4215,NC7H16+O2<=>C7H15-3+HO2,CCCCCCC_m1.[O][O]_m3>>CC[CH]CCCC_m2.O[O]_m2,0.003061
4216,NC7H16+O2<=>C7H15-4+HO2,CCCCCCC_m1.[O][O]_m3>>CCC[CH]CCC_m2.O[O]_m2,0.0017116
4217,NC7H16+HO2<=>C7H15-1+H2O2,CCCCCCC_m1.O[O]_m2>>CCCCCC[CH2]_m2.OO_m1,0.018109
4218,NC7H16+HO2<=>C7H15-2+H2O2,CCCCCCC_m1.O[O]_m2>>C[CH]CCCCC_m2.OO_m1,0.078758
4219,NC7H16+HO2<=>C7H15-3+H2O2,CCCCCCC_m1.O[O]_m2>>CC[CH]CCCC_m2.OO_m1,0.068613
4220,NC7H16+HO2<=>C7H15-4+H2O2,CCCCCCC_m1.O[O]_m2>>CCC[CH]CCC_m2.OO_m1,0.037609
4221,NC7H16+CH3<=>C7H15-1+CH4,CCCCCCC_m1.[CH3]_m2>>CCCCCC[CH2]_m2.C_m1,0.00023342
4222,NC7H16+CH3<=>C7H15-2+CH4,CCCCCCC_m1.[CH3]_m2>>C[CH]CCCCC_m2.C_m1,0.0006037
4223,NC7H16+CH3<=>C7H15-3+CH4,CCCCCCC_m1.[CH3]_m2>>CC[CH]CCCC_m2.C_m1,0.00021111
4224,NC7H16+CH3<=>C7H15-4+CH4,CCCCCCC_m1.[CH3]_m2>>CCC[CH]CCC_m2.C_m1,0.00020688
4225,NC7H16+CH3O<=>C7H15-1+CH3OH,CCCCCCC_m1.C[O]_m2>>CCCCCC[CH2]_m2.CO_m1,0.00052432
4226,NC7H16+CH3O<=>C7H15-2+CH3OH,CCCCCCC_m1.C[O]_m2>>C[CH]CCCCC_m2.CO_m1,0.00080758
4227,NC7H16+CH3O<=>C7H15-3+CH3OH,CCCCCCC_m1.C[O]_m2>>CC[CH]CCCC_m2.CO_m1,0.00063236
4228,NC7H16+CH3O<=>C7H15-4+CH3OH,CCCCCCC_m1.C[O]_m2>>CCC[CH]CCC_m2.CO_m1,0.00039073
4229,NC7H16+CH3O2<=>C7H15-1+CH3O2H,CCCCCCC_m1.CO[O]_m2>>CCCCCC[CH2]_m2.COO_m1,0.0010183
4230,NC7H16+CH3O2<=>C7H15-2+CH3O2H,CCCCCCC_m1.CO[O]_m2>>C[CH]CCCCC_m2.COO_m1,0.005923
4231,NC7H16+CH3O2<=>C7H15-3+CH3O2H,CCCCCCC_m1.CO[O]_m2>>CC[CH]CCCC_m2.COO_m1,0.005422
4232,NC7H16+CH3O2<=>C7H15-4+CH3O2H,CCCCCCC_m1.CO[O]_m2>>CCC[CH]CCC_m2.COO_m1,0.0028937
4233,NC7H16+O2CHO<=>C7H15-1+HO2CHO,CCCCCCC_m1.[O]OC=O_m2>>CCCCCC[CH2]_m2.OOC=O_m1,0.00042514
4234,NC7H16+O2CHO<=>C7H15-2+HO2CHO,CCCCCCC_m1.[O]OC=O_m2>>C[CH]CCCCC_m2.OOC=O_m1,0.0022134
4235,NC7H16+O2CHO<=>C7H15-3+HO2CHO,CCCCCCC_m1.[O]OC=O_m2>>CC[CH]CCCC_m2.OOC=O_m1,0.0019067
4236,NC7H16+O2CHO<=>C7H15-4+HO2CHO,CCCCCCC_m1.[O]OC=O_m2>>CCC[CH]CCC_m2.OOC=O_m1,0.0010126
4237,NC7H16+C2H3<=>C7H15-1+C2H4,CCCCCCC_m1.C=[CH]_m2>>CCCCCC[CH2]_m2.C=C_m1,7.34E-08
4238,NC7H16+C2H3<=>C7H15-2+C2H4,CCCCCCC_m1.C=[CH]_m2>>C[CH]CCCCC_m2.C=C_m1,0.000000044
4239,NC7H16+C2H3<=>C7H15-3+C2H4,CCCCCCC_m1.C=[CH]_m2>>CC[CH]CCCC_m2.C=C_m1,0.00000022
4240,NC7H16+C2H3<=>C7H15-4+C2H4,CCCCCCC_m1.C=[CH]_m2>>CCC[CH]CCC_m2.C=C_m1,0.000000161
4241,NC7H16+C2H5<=>C7H15-1+C2H6,CCCCCCC_m1.C[CH2]_m2>>CCCCCC[CH2]_m2.CC_m1,0.00000812
