chemkin_index,string,reaction_id,ig_delay
1396,TC4H9O2+C2H5OH<=>TC4H9O2H+PC2H4OH,[O]OC(C)(C)C_m2.CCO_m1>>OOC(C)(C)C_m1.[CH2]CO_m2,7.34E-08
1397,TC4H9O2+C2H5OH<=>TC4H9O2H+SC2H4OH,[O]OC(C)(C)C_m2.CCO_m1>>OOC(C)(C)C_m1.C[CH]O_m2,1.47E-08
1398,TC4H9O2+CH3CHO<=>TC4H9O2H+CH3CO,[O]OC(C)(C)C_m2.CC=O_m1>>OOC(C)(C)C_m1.C[C]=O_m2,0.00000022
1399,TC4H9O2+C2H3CHO<=>TC4H9O2H+C2H3CO,[O]OC(C)(C)C_m2.C=CC=O_m1>>OOC(C)(C)C_m1.C=C[C]=O_m2,0.000000103
1400,TC4H9O2+C2H5CHO<=>TC4H9O2H+C2H5CO,[O]OC(C)(C)C_m2.CCC=O_m1>>OOC(C)(C)C_m1.CC[C]=O_m2,0.000000338
1401,TC4H9O2+HO2<=>TC4H9O2H+O2,[O]OC(C)(C)C_m2.O[O]_m2>>OOC(C)(C)C_m1.[O][O]_m3,0.000000308
1402,TC4H9O2+H2O2<=>TC4H9O2H+HO2,[O]OC(C)(C)C_m2.OO_m1>>OOC(C)(C)C_m1.O[O]_m2,1.47E-08
1403,TC4H9O2+CH2O<=>TC4H9O2H+HCO,[O]OC(C)(C)C_m2.C=O_m1>>OOC(C)(C)C_m1.[CH]=O_m2,0.000000161
1404,TC4H9O2+C2H4<=>TC4H9O2H+C2H3,[O]OC(C)(C)C_m2.C=C_m1>>OOC(C)(C)C_m1.C=[CH]_m2,0.000000044
1405,TC4H9O2+H2<=>TC4H9O2H+H,[O]OC(C)(C)C_m2.[H][H]_m1>>OOC(C)(C)C_m1.[H]_m2,0.000000103
1406,TC4H9O2+C3H6<=>TC4H9O2H+C3H5-A,[O]OC(C)(C)C_m2.CC=C_m1>>OOC(C)(C)C_m1.[CH2]C=C_m2,0.000000044
1407,IC4H8<=>IC4H7-I1+H,CC(=C)C_m1>>CC(=[CH])C_m2.[H]_m2,0.000000103
1408,IC4H8<=>C3H5-T+CH3,CC(=C)C_m1>>C[C]=C_m2.[CH3]_m2,0.00000721
1409,IC4H8<=>IC4H7+H,CC(=C)C_m1>>CC(=C)[CH2]_m2.[H]_m2,0.0000173
1410,IC4H8+OH<=>IC4H7+H2O,CC(=C)C_m1.[OH]_m2>>CC(=C)[CH2]_m2.O_m1,0.0000227
1411,IC4H8+OH<=>IC4H7-I1+H2O,CC(=C)C_m1.[OH]_m2>>CC(=[CH])C_m2.O_m1,0.0000118
1412,IC4H8+O2<=>IC4H7+HO2,CC(=C)C_m1.[O][O]_m3>>CC(=C)[CH2]_m2.O[O]_m2,0.0000348
1413,IC4H8+O2<=>IC4H7-I1+HO2,CC(=C)C_m1.[O][O]_m3>>CC(=[CH])C_m2.O[O]_m2,0.000000161
1414,IC4H8+H<=>IC4H7+H2,CC(=C)C_m1.[H]_m2>>CC(=C)[CH2]_m2.[H][H]_m1,7.34E-08
1415,IC4H8+H<=>IC4H7-I1+H2,CC(=C)C_m1.[H]_m2>>CC(=[CH])C_m2.[H][H]_m1,0.000000044
1416,IC4H8+O<=>IC4H7+OH,CC(=C)C_m1.[O]_m3>>CC(=C)[CH2]_m2.[OH]_m2,0.00000101
1417,IC4H8+O<=>IC4H7-I1+OH,CC(=C)C_m1.[O]_m3>>CC(=[CH])C_m2.[OH]_m2,0.000000103
1418,IC4H8+HO2<=>IC4H7+H2O2,CC(=C)C_m1.O[O]_m2>>CC(=C)[CH2]_m2.OO_m1,0.00000571
1419,IC4H8+HO2<=>IC4H7-I1+H2O2,CC(=C)C_m1.O[O]_m2>>CC(=[CH])C_m2.OO_m1,0.000000161
1420,IC4H8+CH3<=>IC4H7+CH4,CC(=C)C_m1.[CH3]_m2>>CC(=C)[CH2]_m2.C_m1,0.00000025
1421,IC4H8+CH3<=>IC4H7-I1+CH4,CC(=C)C_m1.[CH3]_m2>>CC(=[CH])C_m2.C_m1,1.47E-08
1422,IC4H8+CH3O<=>IC4H7+CH3OH,CC(=C)C_m1.C[O]_m2>>CC(=C)[CH2]_m2.CO_m1,1.47E-08
1423,IC4H8+C3H5-A<=>IC4H7+C3H6,CC(=C)C_m1.[CH2]C=C_m2>>CC(=C)[CH2]_m2.CC=C_m1,0.000000161
1424,IC4H8+C3H5-S<=>IC4H7+C3H6,CC(=C)C_m1.CC=[CH]_m2>>CC(=C)[CH2]_m2.CC=C_m1,0.000000044
1425,IC4H8+C3H5-T<=>IC4H7+C3H6,CC(=C)C_m1.C[C]=C_m2>>CC(=C)[CH2]_m2.CC=C_m1,0.000000132
1426,IC4H8+CH3O2<=>IC4H7+CH3O2H,CC(=C)C_m1.CO[O]_m2>>CC(=C)[CH2]_m2.COO_m1,0.00000178
1427,IC4H8+CH3CO3<=>IC4H7+CH3CO3H,CC(=C)C_m1.CC(=O)O[O]_m2>>CC(=C)[CH2]_m2.CC(=O)OO_m1,1.47E-08
1428,IC4H8+O2CHO<=>IC4H7+HO2CHO,CC(=C)C_m1.[O]OC=O_m2>>CC(=C)[CH2]_m2.OOC=O_m1,0.000000778
1429,IC4H9O2+IC4H8<=>IC4H9O2H+IC4H7,[O]OCC(C)C_m2.CC(=C)C_m1>>OOCC(C)C_m1.CC(=C)[CH2]_m2,7.34E-08
1430,TC4H9O2+IC4H8<=>TC4H9O2H+IC4H7,[O]OC(C)(C)C_m2.CC(=C)C_m1>>OOC(C)(C)C_m1.CC(=C)[CH2]_m2,7.34E-08
1431,PC4H9O2+IC4H8<=>PC4H9O2H+IC4H7,CCCCO[O]_m2.CC(=C)C_m1>>CCCCOO_m1.CC(=C)[CH2]_m2,0.00000022
1432,SC4H9O2+IC4H8<=>SC4H9O2H+IC4H7,CC(O[O])CC_m2.CC(=C)C_m1>>CC(OO)CC_m1.CC(=C)[CH2]_m2,0.000000044
1433,IC3H7O2+IC4H8<=>IC3H7O2H+IC4H7,[O]OC(C)C_m2.CC(=C)C_m1>>OOC(C)C_m1.CC(=C)[CH2]_m2,0.000000044
1434,NC3H7O2+IC4H8<=>NC3H7O2H+IC4H7,CCCO[O]_m2.CC(=C)C_m1>>CCCOO_m1.CC(=C)[CH2]_m2,0.000000044
1435,IC4H7O+IC4H8<=>IC4H7OH+IC4H7,CC(=C)C[O]_m2.CC(=C)C_m1>>CC(=C)CO_m1.CC(=C)[CH2]_m2,0.000000044
1436,IC4H8+CH2CCH2OH<=>IC4H7+C3H5OH,CC(=C)C_m1.OC[C]=C_m2>>CC(=C)[CH2]_m2.OCC=C_m1,0.000000044
1437,IC4H7<=>IC4H7-I1,CC(=C)[CH2]_m2>>CC(=[CH])C_m2,0.000000044
1438,C3H4-A+CH3<=>IC4H7,C=C=C_m1.[CH3]_m2>>CC(=C)[CH2]_m2,0.000000484
1439,IC4H7+HO2<=>IC4H7O+OH,CC(=C)[CH2]_m2.O[O]_m2>>CC(=C)C[O]_m2.[OH]_m2,0.0000334
1440,IC4H7+HO2<=>IC4H7OOH,CC(=C)[CH2]_m2.O[O]_m2>>CC(=C)COO_m1,0.0000271
1441,IC4H7+HO2<=>IC3H5CHO+H2O,CC(=C)[CH2]_m2.O[O]_m2>>CC(=C)C=O_m1.O_m1,0.000000044
1442,IC4H7OOH<=>IC3H5CHO+H2O,CC(=C)COO_m1>>CC(=C)C=O_m1.O_m1,0.00000022
1443,IC4H7OOH<=>IC4H7O+OH,CC(=C)COO_m1>>CC(=C)C[O]_m2.[OH]_m2,0.000000191
1444,IC4H7O<=>C3H5-T+CH2O,CC(=C)C[O]_m2>>C[C]=C_m2.C=O_m1,0.00000366
1445,IC4H7O<=>IC3H5OCH2,CC(=C)C[O]_m2>>[CH2]OC(=C)C_m2,0.00000101
1446,IC4H7O<=>IC3H6CHO,CC(=C)C[O]_m2>>O=CC([CH2])C_m2,0.0000021
1447,IC4H7O<=>IC3H5CHO+H,CC(=C)C[O]_m2>>CC(=C)C=O_m1.[H]_m2,0.00000125
1448,IC4H7O<=>C3H6+HCO,CC(=C)C[O]_m2>>CC=C_m1.[CH]=O_m2,0.00000368
1449,IC3H5OCH2<=>C3H5-T+CH2O,[CH2]OC(=C)C_m2>>C[C]=C_m2.C=O_m1,0.00000242
1450,IC3H5OCH2<=>IC3H6CHO,[CH2]OC(=C)C_m2>>O=CC([CH2])C_m2,0.000000573
1451,IC3H5OCH2<=>IC3H5CHO+H,[CH2]OC(=C)C_m2>>CC(=C)C=O_m1.[H]_m2,0.000000338
1452,IC3H5OCH2<=>C3H6+HCO,[CH2]OC(=C)C_m2>>CC=C_m1.[CH]=O_m2,0.00000134
1453,IC3H6CHO<=>C3H5-T+CH2O,O=CC([CH2])C_m2>>C[C]=C_m2.C=O_m1,0.000000044
1454,IC3H6CHO<=>IC3H5CHO+H,O=CC([CH2])C_m2>>CC(=C)C=O_m1.[H]_m2,0.000000308
1455,IC3H6CHO<=>C3H6+HCO,O=CC([CH2])C_m2>>CC=C_m1.[CH]=O_m2,0.00000222
1456,C3H5-T+CH2O<=>IC3H5CHO+H,C[C]=C_m2.C=O_m1>>CC(=C)C=O_m1.[H]_m2,0.000000984
1457,C3H5-T+CH2O<=>C3H6+HCO,C[C]=C_m2.C=O_m1>>CC=C_m1.[CH]=O_m2,0.000000396
1458,IC4H7+CH3O2<=>IC4H7O+CH3O,CC(=C)[CH2]_m2.CO[O]_m2>>CC(=C)C[O]_m2.C[O]_m2,0.00000025
1459,IC4H7+CH3O2<=>IC4H7OOCH3,CC(=C)[CH2]_m2.CO[O]_m2>>COOCC(=C)C_m1,0.000000426
1460,IC4H7OOCH3<=>IC4H7O+CH3O,COOCC(=C)C_m1>>CC(=C)C[O]_m2.C[O]_m2,0.000000132
1461,IC4H7O2+IC4H7<=>IC4H7O+IC4H7O,CC(=C)CO[O]_m2.CC(=C)[CH2]_m2>>CC(=C)C[O]_m2.CC(=C)C[O]_m2,0.000000161
1462,IC4H7O2+IC4H7<=>IC4H7OOIC4H7,CC(=C)CO[O]_m2.CC(=C)[CH2]_m2>>CC(=C)COOCC(=C)C_m1,1.47E-08
1463,IC4H7OOIC4H7<=>IC4H7O+IC4H7O,CC(=C)COOCC(=C)C_m1>>CC(=C)C[O]_m2.CC(=C)C[O]_m2,1.47E-08
1464,IC4H7+NC3H7O2<=>IC4H7O+NC3H7O,CC(=C)[CH2]_m2.CCCO[O]_m2>>CC(=C)C[O]_m2.CCC[O]_m2,7.34E-08
1465,IC4H7+PC4H9O2<=>IC4H7O+PC4H9O,CC(=C)[CH2]_m2.CCCCO[O]_m2>>CC(=C)C[O]_m2.CCCC[O]_m2,7.34E-08
1466,IC4H7+SC4H9O2<=>IC4H7O+SC4H9O,CC(=C)[CH2]_m2.CC(O[O])CC_m2>>CC(=C)C[O]_m2.CCC([O])C_m2,0.000000103
1467,IC4H7+IC3H7O2<=>IC4H7O+IC3H7O,CC(=C)[CH2]_m2.[O]OC(C)C_m2>>CC(=C)C[O]_m2.CC([O])C_m2,0.000000103
1468,IC4H7+TC4H9O2<=>IC4H7O+TC4H9O,CC(=C)[CH2]_m2.[O]OC(C)(C)C_m2>>CC(=C)C[O]_m2.CC([O])(C)C_m2,0.00000022
1469,IC4H7+IC4H7<=>C3H4-A+AC5H10,CC(=C)[CH2]_m2.CC(=C)[CH2]_m2>>C=C=C_m1.CCC(=C)C_m1,0.000000132
1470,IC4H7+IC4H7<=>H15DE25DM,CC(=C)[CH2]_m2.CC(=C)[CH2]_m2>>CC(=C)CCC(=C)C_m1,0.00000022
1471,H15DE25DM+H<=>H15DE25DM-S+H2,CC(=C)CCC(=C)C_m1.[H]_m2>>CC(=C)[CH]CC(=C)C_m2.[H][H]_m1,1.47E-08
1472,H15DE25DM+O2<=>H15DE25DM-S+HO2,CC(=C)CCC(=C)C_m1.[O][O]_m3>>CC(=C)[CH]CC(=C)C_m2.O[O]_m2,0.000000044
1473,H15DE25DM+O<=>H15DE25DM-S+OH,CC(=C)CCC(=C)C_m1.[O]_m3>>CC(=C)[CH]CC(=C)C_m2.[OH]_m2,0.000000161
1474,H15DE25DM+OH<=>H15DE25DM-S+H2O,CC(=C)CCC(=C)C_m1.[OH]_m2>>CC(=C)[CH]CC(=C)C_m2.O_m1,0.00000022
1475,H15DE25DM+HO2<=>H15DE25DM-S+H2O2,CC(=C)CCC(=C)C_m1.O[O]_m2>>CC(=C)[CH]CC(=C)C_m2.OO_m1,0.00000022
1476,H15DE25DM+CH3<=>H15DE25DM-S+CH4,CC(=C)CCC(=C)C_m1.[CH3]_m2>>CC(=C)[CH]CC(=C)C_m2.C_m1,0.000000161
1477,H15DE25DM+H<=>H15DE25DM-A+H2,CC(=C)CCC(=C)C_m1.[H]_m2>>CC(=C)CCC(=C)[CH2]_m2.[H][H]_m1,7.34E-08
1478,H15DE25DM+O2<=>H15DE25DM-A+HO2,CC(=C)CCC(=C)C_m1.[O][O]_m3>>CC(=C)CCC(=C)[CH2]_m2.O[O]_m2,0.000000103
1479,H15DE25DM+O<=>H15DE25DM-A+OH,CC(=C)CCC(=C)C_m1.[O]_m3>>CC(=C)CCC(=C)[CH2]_m2.[OH]_m2,1.47E-08
1480,H15DE25DM+OH<=>H15DE25DM-A+H2O,CC(=C)CCC(=C)C_m1.[OH]_m2>>CC(=C)CCC(=C)[CH2]_m2.O_m1,1.47E-08
1481,H15DE25DM+HO2<=>H15DE25DM-A+H2O2,CC(=C)CCC(=C)C_m1.O[O]_m2>>CC(=C)CCC(=C)[CH2]_m2.OO_m1,0.000000044
1482,H15DE25DM+CH3<=>H15DE25DM-A+CH4,CC(=C)CCC(=C)C_m1.[CH3]_m2>>CC(=C)CCC(=C)[CH2]_m2.C_m1,0.000000044
1483,C3H5-T+B13DE2M<=>H15DE25DM-S,C[C]=C_m2.C=CC(=C)C_m1>>CC(=C)[CH]CC(=C)C_m2,0.000000161
1484,C3H4-A+AC5H9-D<=>H15DE25DM-A,C=C=C_m1.[CH2]CC(=C)C_m2>>CC(=C)CCC(=C)[CH2]_m2,1.47E-08
1485,H15DE25DM-S+HO2<=>H15DE25DM-SO+OH,CC(=C)[CH]CC(=C)C_m2.O[O]_m2>>CC(=C)CC(C(=C)C)[O]_m2.[OH]_m2,0.00000022
1486,IC3H5CHO+IC4H7<=>H15DE25DM-SO,CC(=C)C=O_m1.CC(=C)[CH2]_m2>>CC(=C)CC(C(=C)C)[O]_m2,0.000000103
1487,C3H5-T+IC4H7CHO<=>H15DE25DM-SO,C[C]=C_m2.CC(=C)CC=O_m1>>CC(=C)CC(C(=C)C)[O]_m2,0.000000044
1488,IC4H7CHO+OH=>CH2CHO+C3H4-A+H2O,CC(=C)CC=O_m1.[OH]_m2>>[CH2]C=O_m2.C=C=C_m1.O_m1,0.00000022
1489,H15DE25DM-A+HO2<=>H15DE25DM-AO+OH,CC(=C)CCC(=C)[CH2]_m2.O[O]_m2>>CC(=C)CCC(=C)C[O]_m2.[OH]_m2,0.000000103
1490,H15DE2M-T+CH2O<=>H15DE25DM-AO,C=[C]CCC(=C)C_m2.C=O_m1>>CC(=C)CCC(=C)C[O]_m2,1.47E-08
1491,IC4H7+C3H4-A<=>H15DE2M-T,CC(=C)[CH2]_m2.C=C=C_m1>>C=[C]CCC(=C)C_m2,1.47E-08
1492,IC4H7-I1+H<=>C3H4-A+CH4,CC(=[CH])C_m2.[H]_m2>>C=C=C_m1.C_m1,7.34E-08
1493,IC4H7-I1+H<=>C3H4-P+CH4,CC(=[CH])C_m2.[H]_m2>>CC#C_m1.C_m1,0.000000161
1494,IC4H7-I1+O<=>C3H6+HCO,CC(=[CH])C_m2.[O]_m3>>CC=C_m1.[CH]=O_m2,0.000000161
1495,IC4H7-I1+OH=>C3H6+HCO+H,CC(=[CH])C_m2.[OH]_m2>>CC=C_m1.[CH]=O_m2.[H]_m2,0.000000103
1496,IC4H7-I1+HO2=>C3H6+HCO+OH,CC(=[CH])C_m2.O[O]_m2>>CC=C_m1.[CH]=O_m2.[OH]_m2,0.000000338
1497,IC4H7-I1+HCO<=>IC4H8+CO,CC(=[CH])C_m2.[CH]=O_m2>>CC(=C)C_m1.[C]=O_m3,0.000000103
1498,IC4H7-I1+CH3<=>C3H4-P+C2H6,CC(=[CH])C_m2.[CH3]_m2>>CC#C_m1.CC_m1,7.34E-08
1499,IC4H7-I1+O2<=>CH3COCH3+HCO,CC(=[CH])C_m2.[O][O]_m3>>CC(=O)C_m1.[CH]=O_m2,0.0000338
1500,IC4H7-I1+O2<=>TC3H6CHO+O,CC(=[CH])C_m2.[O][O]_m3>>O=C[C](C)C_m2.[O]_m3,0.0000109
1501,IC4H7-I1+O2<=>IC3H5CHO+OH,CC(=[CH])C_m2.[O][O]_m3>>CC(=C)C=O_m1.[OH]_m2,0.0000239
1502,IC4H7+O2<=>IC4H7O2,CC(=C)[CH2]_m2.[O][O]_m3>>CC(=C)CO[O]_m2,0.000000279
1503,IC4H7+O<=>IC3H5CHO+H,CC(=C)[CH2]_m2.[O]_m3>>CC(=C)C=O_m1.[H]_m2,0.000000103
1504,IC4H7O2<=>IC4H6OOH-I,CC(=C)CO[O]_m2>>[CH2]C(=C)COO_m2,0.000000044
1505,IC4H7O2<=>CCYCCOOC-T1,CC(=C)CO[O]_m2>>C[C]1COOC1_m2,0.000000279
1506,IC4H7O2<=>C2CYCOOC-I1,CC(=C)CO[O]_m2>>CC1([CH2])COO1_m2,0.000000103
1507,IC4H7O2<=>IC4H7O+O,CC(=C)CO[O]_m2>>CC(=C)C[O]_m2.[O]_m3,0.000000161
1508,IC4H7O2<=>IC3H5CHO+OH,CC(=C)CO[O]_m2>>CC(=C)C=O_m1.[OH]_m2,1.47E-08
1509,IC4H6OOH-I<=>CVCYCCOC+OH,[CH2]C(=C)COO_m2>>C=C1COC1_m1.[OH]_m2,0.000000103
1510,IC4H6OOH-I<=>C3H4-A+CH2O2H,[CH2]C(=C)COO_m2>>C=C=C_m1.[CH2]OO_m2,0.000000103
1511,IC4H6OOH-I<=>IC3H5CHO+OH,[CH2]C(=C)COO_m2>>CC(=C)C=O_m1.[OH]_m2,0.000000044
1512,CCYCCOOC-T1<=>CCYC2OCO,C[C]1COOC1_m2>>CC1(C[O])CO1_m2,0.000000161
1513,CCYCCOOC-T1<=>CCYCCOOC-I2,C[C]1COOC1_m2>>CC1[CH]OOC1_m2,7.34E-08
1514,CCYCCOOC-I2<=>CHOIC3H6O,CC1[CH]OOC1_m2>>CC(C=O)C[O]_m2,0.000000161
1515,C2CYCOOC-I1<=>IC3H5OOCH2,CC1([CH2])COO1_m2>>[CH2]OOC(=C)C_m2,7.34E-08
1516,IC3H5OOCH2<=>CH3COCH2+CH2O,[CH2]OOC(=C)C_m2>>CC(=O)[CH2]_m2.C=O_m1,0.000000103
1517,CHOIC3H6O<=>CH3CHCHO+CH2O,CC(C=O)C[O]_m2>>C[CH]C=O_m2.C=O_m1,0.000000161
1518,CCYC2OCO<=>CCYCCO-T1+CH2O,CC1(C[O])CO1_m2>>C[C]1CO1_m2.C=O_m1,0.000000103
1519,C2CYCOOC-I1<=>CCYC2OCO,CC1([CH2])COO1_m2>>CC1(C[O])CO1_m2,0.000000103
1520,IC4H7O2+IC4H7O2=>IC4H7O+IC4H7O+O2,CC(=C)CO[O]_m2.CC(=C)CO[O]_m2>>CC(=C)C[O]_m2.CC(=C)C[O]_m2.[O][O]_m3,7.34E-08
1521,IC4H7O2+IC4H8<=>IC4H7+IC4H7OOH,CC(=C)CO[O]_m2.CC(=C)C_m1>>CC(=C)[CH2]_m2.CC(=C)COO_m1,0.00000022
1522,IC4H8+H<=>IC4H9,CC(=C)C_m1.[H]_m2>>CC([CH2])C_m2,0.000000103
1523,IC4H8+H<=>IC4H9,CC(=C)C_m1.[H]_m2>>CC([CH2])C_m2,0.000000103
1524,IC4H8+H<=>TC4H9,CC(=C)C_m1.[H]_m2>>C[C](C)C_m2,0.00000022
1525,IC4H8+H<=>TC4H9,CC(=C)C_m1.[H]_m2>>C[C](C)C_m2,0.000000103
1526,IC4H8+H<=>C3H6+CH3,CC(=C)C_m1.[H]_m2>>CC=C_m1.[CH3]_m2,0.000000338
1527,IC4H8+H<=>C3H6+CH3,CC(=C)C_m1.[H]_m2>>CC=C_m1.[CH3]_m2,0.000000161
1528,IC4H8+HO2<=>TC4H9O2,CC(=C)C_m1.O[O]_m2>>[O]OC(C)(C)C_m2,0.00000321
1529,IC4H8+HO2<=>IC4H8O2H-T,CC(=C)C_m1.O[O]_m2>>OOC[C](C)C_m2,0.0000205
1530,IC4H8+HO2<=>TC4H8O2H-I,CC(=C)C_m1.O[O]_m2>>OOC([CH2])(C)C_m2,0.000000103
1531,IC4H8+HO2<=>IC4H8O+OH,CC(=C)C_m1.O[O]_m2>>CC1(C)OC1_m1.[OH]_m2,0.000000484
1532,TC4H8O2H-I<=>IC4H8O+OH,OOC([CH2])(C)C_m2>>CC1(C)OC1_m1.[OH]_m2,0.000000191
1533,IC4H8+O<=>IC3H7+HCO,CC(=C)C_m1.[O]_m3>>C[CH]C_m2.[CH]=O_m2,0.00000069
1534,IC4H8+O=>CH2CO+CH3+CH3,CC(=C)C_m1.[O]_m3>>C=C=O_m1.[CH3]_m2.[CH3]_m2,1.47E-08
1535,IC4H8+O=>IC3H6CO+H+H,CC(=C)C_m1.[O]_m3>>O=C=C(C)C_m1.[H]_m2.[H]_m2,0.000000161
1536,IC4H8+OH<=>IC4H7OH+H,CC(=C)C_m1.[OH]_m2>>CC(=C)CO_m1.[H]_m2,0.000000103
1537,IC4H8+OH<=>SC3H5OH+CH3,CC(=C)C_m1.[OH]_m2>>CC=CO_m1.[CH3]_m2,0.000000161
1538,IC4H8+OH<=>IC3H5OH+CH3,CC(=C)C_m1.[OH]_m2>>CC(=C)O_m1.[CH3]_m2,0.000000279
1539,IC4H8+OH<=>SC4H7OH-I+H,CC(=C)C_m1.[OH]_m2>>OC=C(C)C_m1.[H]_m2,1.47E-08
1540,IC4H8+OH<=>CH3COCH3+CH3,CC(=C)C_m1.[OH]_m2>>CC(=O)C_m1.[CH3]_m2,0.00000022
1541,IC4H8+OH<=>IC4H8OH-IT,CC(=C)C_m1.[OH]_m2>>OC[C](C)C_m2,0.000000367
1542,IC4H8+OH<=>IC4H8OH-IT,CC(=C)C_m1.[OH]_m2>>OC[C](C)C_m2,7.34E-08
1543,IC4H8+OH<=>IC4H8OH-TI,CC(=C)C_m1.[OH]_m2>>CC(O)([CH2])C_m2,1.47E-08
1544,IC4H8+OH<=>IC4H8OH-TI,CC(=C)C_m1.[OH]_m2>>CC(O)([CH2])C_m2,7.34E-08
1545,IC4H8OH-IT+O2<=>TQJC4H8OH,OC[C](C)C_m2.[O][O]_m3>>OCC(O[O])(C)C_m2,0.00000025
1546,IC4H8OH-IT+O2<=>IC4H7OH+HO2,OC[C](C)C_m2.[O][O]_m3>>CC(=C)CO_m1.O[O]_m2,0.000000279
1547,IC4H8OH-IT+O2<=>IC4H7OH+HO2,OC[C](C)C_m2.[O][O]_m3>>CC(=C)CO_m1.O[O]_m2,0.00000022
1548,IC4H8OH-IT+O2<=>SC4H7OH-I+HO2,OC[C](C)C_m2.[O][O]_m3>>OC=C(C)C_m1.O[O]_m2,0.000000044
1549,IC4H8OH-IT+O2<=>SC4H7OH-I+HO2,OC[C](C)C_m2.[O][O]_m3>>OC=C(C)C_m1.O[O]_m2,0.000000161
1550,IC4H8OH-IT+O2<=>TQC4H8OI,OC[C](C)C_m2.[O][O]_m3>>[O]CC(OO)(C)C_m2,0.000000161
1551,IC4H8OH-IT+O2=>CH3COCH3+CH2O+OH,OC[C](C)C_m2.[O][O]_m3>>CC(=O)C_m1.C=O_m1.[OH]_m2,0.000000426
1552,IC4H8OH-IT+O2<=>QC4H7OHP,OC[C](C)C_m2.[O][O]_m3>>OCC(OO)([CH2])C_m2,0.000000132
1553,IC4H8OH-IT+O2<=>CCY(CCO)COH+OH,OC[C](C)C_m2.[O][O]_m3>>CC1(CO)CO1_m1.[OH]_m2,1.47E-08
1554,IC4H8OH-IT+O2<=>TQC4H7OHI,OC[C](C)C_m2.[O][O]_m3>>O[CH]C(OO)(C)C_m2,0.000000044
1555,IC4H8OH-IT+O2<=>C2CY(COC)OH+OH,OC[C](C)C_m2.[O][O]_m3>>OC1OC1(C)C_m1.[OH]_m2,0.000000103
1556,TQJC4H8OH<=>IC4H7OH+HO2,OCC(O[O])(C)C_m2>>CC(=C)CO_m1.O[O]_m2,0.000000044
1557,TQJC4H8OH<=>IC4H7OH+HO2,OCC(O[O])(C)C_m2>>CC(=C)CO_m1.O[O]_m2,0.000000044
1558,TQJC4H8OH<=>TQC4H8OI,OCC(O[O])(C)C_m2>>[O]CC(OO)(C)C_m2,0.00000025
1559,TQJC4H8OH<=>QC4H7OHP,OCC(O[O])(C)C_m2>>OCC(OO)([CH2])C_m2,0.000000103
1560,TQJC4H8OH<=>TQC4H7OHI,OCC(O[O])(C)C_m2>>O[CH]C(OO)(C)C_m2,7.34E-08
1561,TQC4H8OI=>CH3COCH3+CH2O+OH,[O]CC(OO)(C)C_m2>>CC(=O)C_m1.C=O_m1.[OH]_m2,0.000000191
1562,QC4H7OHP<=>IC4H7OH+HO2,OCC(OO)([CH2])C_m2>>CC(=C)CO_m1.O[O]_m2,0.000000103
1563,QC4H7OHP<=>CCY(CCO)COH+OH,OCC(OO)([CH2])C_m2>>CC1(CO)CO1_m1.[OH]_m2,7.34E-08
1564,TQC4H7OHI<=>C2CY(COC)OH+OH,O[CH]C(OO)(C)C_m2>>OC1OC1(C)C_m1.[OH]_m2,0.000000044
1565,TQC4H7OHI<=>SC4H7OH-I+HO2,O[CH]C(OO)(C)C_m2>>OC=C(C)C_m1.O[O]_m2,0.000000103
1566,IC4H8OH-TI+O2<=>IQJC4H8OH,CC(O)([CH2])C_m2.[O][O]_m3>>[O]OCC(O)(C)C_m2,0.000000044
1567,IC4H8OH-TI+O2<=>IC3H6OHCHO+OH,CC(O)([CH2])C_m2.[O][O]_m3>>O=CC(O)(C)C_m1.[OH]_m2,0.000000103
1568,IC4H8OH-TI+O2<=>IQC4H8OT,CC(O)([CH2])C_m2.[O][O]_m3>>OOCC([O])(C)C_m2,0.000000044
1569,IC4H8OH-TI+O2=>CH3COCH3+CH2O+OH,CC(O)([CH2])C_m2.[O][O]_m3>>CC(=O)C_m1.C=O_m1.[OH]_m2,0.00000022
1570,IC4H8OH-TI+O2<=>CH3+C3KET21,CC(O)([CH2])C_m2.[O][O]_m3>>[CH3]_m2.CC(=O)COO_m1,0.000000661
1571,IC4H8OH-TI+O2<=>IQC4H7OHT,CC(O)([CH2])C_m2.[O][O]_m3>>OOCC(O)([CH2])C_m2,0.000000044
1572,IC4H8OH-TI+O2=>IC3H5OH+CH2O+OH,CC(O)([CH2])C_m2.[O][O]_m3>>CC(=C)O_m1.C=O_m1.[OH]_m2,7.34E-08
1573,IC4H8OH-TI+O2<=>CCY(CCOC)OH+OH,CC(O)([CH2])C_m2.[O][O]_m3>>CC1(O)COC1_m1.[OH]_m2,1.47E-08
1574,IQJC4H8OH<=>IC3H6OHCHO+OH,[O]OCC(O)(C)C_m2>>O=CC(O)(C)C_m1.[OH]_m2,1.47E-08
1575,IQJC4H8OH<=>IQC4H8OT,[O]OCC(O)(C)C_m2>>OOCC([O])(C)C_m2,0.000000161
1576,IQJC4H8OH<=>IQC4H7OHT,[O]OCC(O)(C)C_m2>>OOCC(O)([CH2])C_m2,0.000000426
1577,IQC4H7OHT=>IC3H5OH+CH2O+OH,OOCC(O)([CH2])C_m2>>CC(=C)O_m1.C=O_m1.[OH]_m2,7.34E-08
